submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
06/01/2020,LA,40452,NA,NA,536,111,2801,2690,111,10,6,06/02/2020 02:16:17 PM,Not agree,Agree
06/25/2020,MN,34616,NA,NA,853,0,1446,1411,35,14,0,06/26/2020 07:18:27 PM,N/A,Agree
11/20/2020,ID,89764,76570,13194,1786,300,845,780,65,10,-1,11/21/2020 02:59:41 PM,Agree,Agree
03/10/2020,OR,15,NA,NA,1,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
08/26/2020,MN,72390,NA,NA,1154,0,1855,1806,49,13,0,08/27/2020 01:42:08 PM,N/A,Agree
04/28/2021,WY,57999,48994,9005,116,21,707,707,0,0,0,04/29/2021 01:47:03 PM,Agree,Agree
02/04/2021,NC,781802,692010,89792,5495,1235,9728,8753,975,150,27,02/05/2021 02:54:41 PM,Agree,Agree
08/28/2020,NJ,194384,NA,NA,403,45,15930,14150,1780,9,0,08/28/2020 12:00:00 AM,Not agree,Agree
01/13/2021,GU,7457,NA,NA,13,0,124,NA,NA,0,0,01/14/2021 03:12:46 PM,Not agree,Not agree
12/03/2020,VT,4642,NA,NA,181,1,75,NA,NA,1,0,12/04/2020 03:00:59 PM,Not agree,Not agree
04/02/2021,WI,637801,578587,59214,893,18,7336,6633,703,10,2,04/03/2021 01:51:09 PM,Agree,Agree
10/12/2020,MD,132343,NA,NA,482,0,4012,3868,144,9,0,10/13/2020 01:29:38 PM,N/A,Agree
11/18/2020,WA,135424,NA,NA,1303,0,2592,NA,NA,21,0,11/19/2020 03:01:36 PM,N/A,N/A
09/14/2020,CT,54895,52624,2271,569,40,4485,3590,895,5,10,09/15/2020 02:03:59 PM,Agree,Agree
07/14/2020,GU,313,NA,NA,1,0,5,NA,NA,0,0,07/15/2020 03:05:12 PM,Not agree,Not agree
02/17/2020,OR,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
05/24/2020,OR,3927,3842,85,39,-4,148,148,0,1,0,05/25/2020 02:12:49 PM,Agree,Agree
03/16/2020,LA,137,NA,NA,36,NA,3,NA,NA,1,NA,03/26/2020 04:22:39 PM,Not agree,Agree
02/08/2021,WA,323214,NA,NA,558,42,4451,NA,NA,2,0,02/09/2021 03:24:29 PM,N/A,N/A
02/02/2021,IN,629903,NA,NA,1512,0,10054,9677,377,65,1,02/03/2021 02:55:58 PM,Not agree,Agree
10/12/2020,VT,1876,NA,NA,0,0,58,NA,NA,0,0,10/13/2020 01:29:38 PM,Not agree,Not agree
12/18/2020,AL,328628,266954,61674,3681,1033,6255,5176,1079,55,14,12/19/2020 12:00:00 AM,Agree,Agree
03/02/2020,MO,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
05/12/2021,MO,592049,NA,NA,619,168,8848,NA,NA,5,0,05/13/2021 02:28:07 PM,Not agree,Not agree
08/11/2020,NC,139350,137899,1451,1131,80,2204,2201,3,32,0,02/19/2021 01:38:31 PM,Agree,Agree
09/02/2020,MS,87883,82218,5665,722,141,2901,2690,211,16,5,09/04/2020 12:00:00 AM,Agree,Agree
02/29/2020,MS,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
12/12/2020,SC,256234,235560,20674,3661,493,4864,NA,NA,26,5,12/12/2020 12:00:00 AM,Agree,Not agree
02/19/2021,VA,561812,444150,117662,1882,489,7197,6198,999,99,8,02/20/2021 02:45:37 PM,Agree,Agree
12/16/2020,CA,1671081,NA,NA,53711,0,21481,NA,NA,293,0,12/17/2020 02:33:42 PM,Not agree,Not agree
05/29/2020,CA,103886,NA,NA,2189,0,4068,NA,NA,95,0,05/30/2020 03:47:59 PM,Not agree,Not agree
03/11/2021,ME,46650,36354,10296,209,76,723,700,23,0,0,03/12/2021 03:20:13 PM,Agree,Agree
02/04/2020,NJ,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
05/09/2020,ND,1464,1464,0,39,0,35,NA,NA,2,0,05/10/2020 09:26:08 PM,Agree,Not agree
01/02/2021,WA,246752,NA,NA,0,0,3461,NA,NA,0,0,01/03/2021 02:53:25 PM,N/A,N/A
08/20/2020,DC,13409,NA,NA,55,0,601,NA,NA,1,0,08/21/2020 02:27:34 PM,NA,NA
08/07/2020,VT,1448,NA,NA,3,0,58,NA,NA,0,0,08/08/2020 02:58:44 PM,Not agree,Not agree
09/02/2020,NJ,196189,NA,NA,346,41,15964,14181,1783,14,3,09/02/2020 12:00:00 AM,Not agree,Agree
06/24/2020,FSM,0,0,0,0,0,0,0,0,0,0,06/25/2020 02:07:27 PM,Agree,Agree
11/24/2020,AZ,306868,298008,8860,4544,110,6515,6036,479,51,7,11/25/2020 02:53:15 PM,Agree,Agree
08/27/2020,GU,1240,NA,NA,8,0,9,NA,NA,0,0,08/28/2020 01:43:49 PM,Not agree,Not agree
05/11/2021,WA,416930,NA,NA,1225,395,5593,NA,NA,7,0,05/12/2021 02:33:56 PM,N/A,N/A
07/12/2020,NE,21172,NA,NA,174,0,285,NA,NA,0,0,07/13/2020 03:19:34 PM,Not agree,Not agree
03/22/2020,KY,103,NA,NA,16,NA,3,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
09/19/2020,SC,140746,136052,4694,952,86,3308,NA,NA,23,2,09/19/2020 12:00:00 AM,Agree,Not agree
10/03/2020,MT,14561,14561,0,278,0,186,186,0,0,0,10/04/2020 01:35:23 PM,Agree,Agree
03/16/2021,AL,511152,398427,112725,536,121,10655,8393,2262,12,3,03/17/2021 12:00:00 AM,Agree,Agree
05/02/2021,WI,661685,599227,62458,476,71,7567,6839,728,-2,0,05/03/2021 01:58:14 PM,Agree,Agree
02/26/2021,LA,428592,NA,NA,903,219,9587,8906,681,26,5,02/27/2021 02:51:23 PM,Not agree,Agree
03/29/2020,GU,58,NA,NA,3,NA,1,NA,NA,0,NA,03/28/2020 04:22:39 PM,Not agree,Not agree
03/18/2021,LA,439543,NA,NA,541,145,9974,9190,784,19,13,03/19/2021 02:25:43 PM,Not agree,Agree
05/22/2020,OR,3864,3770,94,47,2,147,147,0,2,0,05/23/2020 05:58:16 PM,Agree,Agree
11/21/2020,RI,50221,NA,NA,743,0,1332,NA,NA,10,0,11/22/2020 03:02:23 PM,Not agree,N/A
03/05/2021,RI,128478,NA,NA,364,0,2558,NA,NA,3,0,03/06/2021 03:08:48 PM,Not agree,N/A
07/15/2020,VI,249,NA,NA,43,0,6,NA,NA,0,0,07/16/2020 02:22:21 PM,NA,NA
03/17/2020,NC,40,40,0,7,0,0,0,0,0,0,02/19/2021 01:38:31 PM,Agree,Agree
02/22/2021,IL,1175655,1175655,0,1246,0,22506,20303,2203,40,6,02/23/2021 02:51:13 PM,Agree,Agree
07/12/2020,FSM,0,0,0,0,0,0,0,0,0,0,07/13/2020 03:19:34 PM,Agree,Agree
04/02/2021,NC,916159,791038,125121,0,0,12136,10719,1417,0,0,04/03/2021 01:51:09 PM,Agree,Agree
01/25/2021,FSM,1,1,0,0,0,0,0,0,0,0,01/26/2021 02:46:01 PM,Agree,Agree
05/06/2020,ME,1254,1174,80,0,0,62,62,0,0,0,05/07/2020 10:59:02 PM,Agree,Agree
04/13/2021,MT,106426,98830,7596,173,62,1526,1526,0,2,0,04/14/2021 02:34:57 PM,Agree,Agree
12/13/2020,NV,186833,NA,NA,2882,0,2539,NA,NA,19,0,12/14/2020 02:36:45 PM,NA,NA
03/27/2021,AZ,839334,780287,59047,776,133,16912,14976,1936,14,3,03/28/2021 01:52:27 PM,Agree,Agree
10/22/2020,MI,170076,152862,17214,2204,331,7464,7129,335,46,3,10/23/2020 01:44:31 PM,Agree,Agree
12/10/2020,KY,213450,175271,38179,4314,1118,2146,2039,107,28,3,12/11/2020 03:06:51 PM,Agree,Agree
03/14/2020,MT,1,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
01/09/2021,NH,50871,NA,NA,719,224,862,NA,NA,16,8,01/10/2021 04:10:55 PM,Not agree,Not agree
04/25/2021,SC,576234,480581,95653,529,148,9513,NA,NA,8,1,04/25/2021 12:00:00 AM,Agree,Not agree
09/13/2020,AL,144190,128794,15396,558,96,3679,3220,459,31,6,09/14/2020 12:00:00 AM,Agree,Agree
07/29/2020,AL,95282,90304,4978,1791,156,2200,2004,196,39,4,07/30/2020 12:00:00 AM,Agree,Agree
09/14/2020,IL,264839,262744,2095,1373,0,8546,8314,232,5,0,09/15/2020 02:03:59 PM,Agree,Agree
03/22/2020,AL,1390,1315,75,121,3,4,2,2,0,0,03/23/2020 12:00:00 AM,Agree,Agree
12/14/2020,MN,381841,NA,NA,3018,210,4521,4350,171,18,2,12/15/2020 02:39:02 PM,N/A,Agree
03/07/2021,ND,100419,94962,5457,28,-6,1449,NA,NA,0,0,03/08/2021 02:47:36 PM,Agree,Not agree
07/25/2020,RI,18482,NA,NA,105,0,1021,NA,NA,3,0,07/26/2020 03:17:16 PM,Not agree,N/A
09/01/2020,KY,49185,44824,4361,789,177,948,939,9,15,0,09/02/2020 01:49:48 PM,Agree,Agree
07/03/2020,MS,35112,34609,503,711,45,1474,1444,30,24,3,07/05/2020 12:00:00 AM,Agree,Agree
10/16/2020,ID,51704,46086,5618,1094,231,523,482,41,6,0,10/17/2020 02:09:18 PM,Agree,Agree
08/27/2020,MI,110343,99958,10385,863,105,6706,6440,266,16,0,08/28/2020 01:43:49 PM,Agree,Agree
06/21/2020,NV,13434,NA,NA,274,0,508,NA,NA,1,0,06/22/2020 03:24:02 PM,NA,NA
04/20/2020,OR,1956,1956,0,46,0,75,75,0,1,0,04/20/2020 04:22:39 PM,Agree,Agree
05/06/2020,VA,20256,19357,899,0,0,713,690,23,0,0,05/07/2020 10:59:02 PM,Agree,Agree
07/18/2020,CA,375363,NA,NA,9199,0,7595,NA,NA,120,0,07/19/2020 03:05:47 PM,Not agree,Not agree
10/14/2020,IL,330643,327605,3038,2862,0,9320,9074,246,48,0,10/15/2020 01:30:46 PM,Agree,Agree
10/05/2020,ND,24364,24364,0,502,0,280,NA,NA,3,0,10/06/2020 01:33:58 PM,Agree,Not agree
04/27/2021,MI,923464,829520,93944,4584,908,18563,17429,1134,69,12,04/28/2021 03:20:12 PM,Agree,Agree
11/07/2020,DE,26258,25057,1201,0,0,716,629,87,0,0,11/08/2020 02:40:34 PM,Agree,Agree
08/09/2020,AL,108675,102105,6570,623,135,2675,2401,274,37,9,08/10/2020 12:00:00 AM,Agree,Agree
01/25/2020,NJ,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
03/23/2021,GU,7789,NA,NA,3,0,134,NA,NA,0,0,03/24/2021 02:16:52 PM,Not agree,Not agree
04/03/2020,SC,1756,1756,0,150,0,41,NA,NA,2,0,04/03/2020 12:00:00 AM,Agree,Not agree
04/03/2021,MD,417329,NA,NA,2944,0,8350,8165,185,31,0,04/04/2021 01:43:43 PM,N/A,Agree
03/07/2021,VT,16083,NA,NA,119,3,208,NA,NA,0,0,03/08/2021 02:47:36 PM,Not agree,Not agree
01/20/2021,VI,2305,NA,NA,22,0,24,NA,NA,0,0,01/21/2021 02:44:32 PM,NA,NA
11/26/2020,MS,151201,121588,29613,736,393,4265,3618,647,23,5,11/28/2020 12:00:00 AM,Agree,Agree
09/26/2020,CA,798237,NA,NA,4197,0,15532,NA,NA,134,0,09/27/2020 01:39:49 PM,Not agree,Not agree
04/27/2020,MD,20113,NA,NA,626,0,1016,929,87,71,0,05/25/2020 03:38:40 PM,N/A,Agree
08/28/2020,NH,7216,NA,NA,22,0,432,NA,NA,1,0,08/29/2020 01:42:50 PM,Not agree,Not agree
03/22/2021,CT,299667,278188,21479,2976,328,7841,6452,1389,9,0,03/23/2021 02:05:18 PM,Agree,Agree
05/12/2020,CT,34333,32461,1872,568,62,3041,2327,714,33,0,05/13/2020 03:26:08 PM,Agree,Agree
10/12/2020,WY,7802,6628,1174,191,39,54,54,0,0,0,10/13/2020 01:29:38 PM,Agree,Agree
03/20/2021,MO,562273,NA,NA,325,134,8374,NA,NA,4,0,03/22/2021 12:00:00 AM,Not agree,Not agree
11/30/2020,KY,179041,148424,30617,2116,385,1908,1846,62,12,0,12/01/2020 03:26:07 PM,Agree,Agree
08/31/2020,NJ,195470,NA,NA,400,51,15945,14165,1780,8,0,08/31/2020 12:00:00 AM,Not agree,Agree
10/11/2020,WI,158315,150236,8079,2713,37,1475,1465,10,7,0,10/12/2020 02:07:08 PM,Agree,Agree
02/02/2021,WI,594217,544260,49957,1296,201,6480,5937,543,44,4,02/03/2021 02:55:58 PM,Agree,Agree
04/29/2021,VI,3112,NA,NA,14,0,27,NA,NA,0,0,04/30/2021 01:40:40 PM,NA,NA
04/30/2020,RI,9061,NA,NA,350,0,364,NA,NA,24,0,05/01/2020 09:00:19 PM,Not agree,N/A
03/06/2020,NV,1,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,NA,NA
04/15/2020,IL,24593,NA,NA,1346,NA,948,NA,NA,80,NA,04/15/2020 04:22:39 PM,Agree,Agree
03/29/2020,VI,23,NA,NA,0,NA,0,NA,NA,0,NA,03/28/2020 04:22:39 PM,NA,NA
11/20/2020,VT,3458,NA,NA,148,0,62,NA,NA,1,0,11/21/2020 02:59:41 PM,Not agree,Not agree
10/25/2020,ID,59344,52262,7082,650,124,573,528,45,1,0,10/26/2020 01:41:41 PM,Agree,Agree
06/28/2020,CA,211243,NA,NA,4810,0,5905,NA,NA,33,0,06/29/2020 02:37:31 PM,Not agree,Not agree
03/06/2020,MT,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
04/23/2021,MN,564584,NA,NA,2164,370,7142,6677,465,10,0,04/24/2021 02:22:34 PM,N/A,Agree
09/25/2020,MT,11905,11905,0,357,0,168,168,0,1,0,09/26/2020 01:46:07 PM,Agree,Agree
05/15/2020,GU,154,NA,NA,0,0,5,NA,NA,0,0,05/16/2020 03:46:44 PM,Not agree,Not agree
05/24/2020,NE,12134,NA,NA,145,0,150,NA,NA,3,0,05/25/2020 02:12:49 PM,Not agree,Not agree
03/11/2020,FSM,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
03/20/2020,WI,206,NA,NA,51,NA,3,NA,NA,3,NA,03/26/2020 04:22:39 PM,Agree,Agree
03/21/2020,AZ,104,NA,NA,41,NA,1,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
04/24/2020,NH,1720,NA,NA,50,0,53,NA,NA,2,0,05/25/2020 03:38:40 PM,Not agree,Not agree
05/25/2020,OR,3949,3861,88,22,3,148,148,0,0,0,05/26/2020 02:23:02 PM,Agree,Agree
04/18/2020,OR,1844,NA,NA,59,NA,72,NA,NA,2,NA,04/18/2020 04:22:39 PM,Agree,Agree
04/28/2020,ID,1952,1810,142,35,10,60,43,17,2,17,04/29/2020 06:12:08 PM,Agree,Agree
03/12/2021,ND,100942,95277,5665,95,4,1457,NA,NA,2,0,03/13/2021 03:19:19 PM,Agree,Not agree
05/26/2020,NV,7998,NA,NA,110,-16,396,NA,NA,-16,-16,05/27/2020 03:37:59 PM,NA,NA
02/01/2020,NJ,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
04/27/2021,NV,314085,NA,NA,405,0,5444,NA,NA,11,0,04/28/2021 03:20:12 PM,NA,NA
03/07/2020,MT,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
09/03/2020,AZ,203953,202183,1770,1092,20,5130,4861,269,65,3,09/04/2020 01:36:16 PM,Agree,Agree
09/08/2020,MT,8381,8381,0,2,0,119,119,0,1,0,09/09/2020 01:47:50 PM,Agree,Agree
05/04/2020,MT,457,457,0,0,0,16,16,0,0,0,05/05/2020 05:25:08 PM,Agree,Agree
07/03/2020,ID,6994,6401,593,401,3,113,93,20,21,0,07/04/2020 03:30:31 PM,Agree,Agree
08/15/2020,MO,71448,NA,NA,671,17,1335,NA,NA,0,0,08/17/2020 12:00:00 AM,Not agree,Not agree
07/19/2020,VA,78375,75415,2960,945,20,2031,1927,104,4,0,07/20/2020 02:35:44 PM,Agree,Agree
02/15/2021,ME,42768,34053,8715,91,40,651,638,13,2,0,02/16/2021 02:53:06 PM,Agree,Agree
05/02/2020,IL,58505,58505,0,2450,0,2559,2559,0,102,0,05/03/2020 03:36:03 PM,Agree,Agree
04/11/2020,OR,1447,NA,NA,76,NA,51,NA,NA,3,NA,04/10/2020 04:22:39 PM,Agree,Agree
09/14/2020,ID,35532,32730,2802,253,29,419,382,37,4,0,09/15/2020 02:03:59 PM,Agree,Agree
05/03/2020,VT,897,NA,NA,11,0,52,NA,NA,1,0,05/04/2020 10:49:24 PM,Not agree,Not agree
09/02/2020,GU,1560,NA,NA,113,-8,13,NA,NA,0,0,09/03/2020 02:18:16 PM,Not agree,Not agree
03/19/2020,CA,982,NA,NA,330,NA,18,NA,NA,4,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
04/03/2021,VA,625148,488041,137107,1267,333,10329,8674,1655,42,2,04/04/2021 01:43:43 PM,Agree,Agree
03/14/2021,NH,78615,NA,NA,296,79,1199,NA,NA,0,0,03/15/2021 02:03:45 PM,Not agree,Not agree
02/22/2020,IL,2,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
04/20/2020,VA,9630,9451,179,640,42,324,321,3,24,0,04/20/2020 04:22:39 PM,Agree,Agree
01/12/2021,NH,53148,NA,NA,841,253,878,NA,NA,9,1,01/13/2021 02:44:58 PM,Not agree,Not agree
03/07/2020,ME,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
06/29/2020,NH,5760,NA,NA,13,0,367,NA,NA,0,0,06/30/2020 03:27:33 PM,Not agree,Not agree
05/10/2020,MI,47138,47138,0,382,0,4551,4551,0,25,0,05/11/2020 09:26:08 PM,Agree,Agree
05/14/2020,WA,17773,NA,NA,261,0,983,NA,NA,8,0,05/15/2020 04:11:22 PM,N/A,N/A
02/17/2020,NV,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,NA,NA
05/02/2021,RI,148636,NA,NA,178,0,2678,NA,NA,4,0,05/03/2021 12:00:00 AM,Not agree,N/A
03/23/2020,ME,109,NA,NA,16,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
03/20/2020,SC,168,168,0,51,0,2,NA,NA,0,0,03/20/2020 12:00:00 AM,Agree,Not agree
03/16/2020,NJ,178,NA,NA,80,NA,2,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
08/03/2020,MI,92374,83386,8988,613,9,6463,6212,251,6,0,08/04/2020 02:09:35 PM,Agree,Agree
02/09/2021,NE,194630,NA,NA,462,0,1986,NA,NA,8,0,02/10/2021 02:52:16 PM,Not agree,Not agree
04/13/2021,IN,700775,NA,NA,952,0,13167,12762,405,16,0,04/14/2021 02:34:57 PM,Not agree,Agree
05/14/2020,ME,1603,1437,166,88,23,69,68,1,3,1,05/15/2020 04:11:22 PM,Agree,Agree
03/11/2020,NV,7,NA,NA,2,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,NA,NA
04/23/2021,CA,3626656,NA,NA,1818,0,60086,NA,NA,94,0,04/24/2021 02:22:34 PM,Not agree,Not agree
04/28/2021,MD,446459,NA,NA,966,0,8718,8530,188,9,0,04/29/2021 01:47:03 PM,N/A,Agree
07/10/2020,RI,17304,NA,NA,65,0,997,NA,NA,3,0,07/11/2020 06:25:05 PM,Not agree,N/A
01/20/2021,NV,265143,NA,NA,1171,0,3863,NA,NA,71,0,01/21/2021 02:44:32 PM,NA,NA
04/11/2021,NE,214207,NA,NA,0,0,2220,NA,NA,0,0,04/12/2021 01:39:29 PM,Not agree,Not agree
02/04/2020,ND,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Not agree
04/08/2021,SC,561574,471266,90308,1027,369,9339,NA,NA,14,3,04/08/2021 12:00:00 AM,Agree,Not agree
06/07/2020,WI,20835,20835,0,264,0,647,647,0,2,0,06/08/2020 02:55:08 PM,Agree,Agree
03/09/2020,VI,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,NA,NA
05/09/2020,DC,6102,NA,NA,203,0,311,NA,NA,7,0,05/10/2020 09:26:08 PM,NA,NA
05/29/2020,IL,117455,117455,0,1622,0,5270,5270,0,84,0,05/30/2020 03:47:59 PM,Agree,Agree
03/13/2021,ND,100976,95303,5673,34,8,1457,NA,NA,0,0,03/14/2021 01:53:25 PM,Agree,Not agree
07/18/2020,VA,77430,74490,2940,1057,-13,2027,1923,104,2,0,07/19/2020 03:05:47 PM,Agree,Agree
04/27/2020,WI,6081,6081,0,170,0,281,281,0,9,0,05/25/2020 03:38:40 PM,Agree,Agree
03/24/2021,DC,43595,NA,NA,107,0,1053,NA,NA,2,0,03/25/2021 02:25:23 PM,NA,NA
01/26/2020,MO,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
01/24/2020,ID,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
02/15/2020,CT,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
09/06/2020,SC,130069,126580,3489,671,62,3054,NA,NA,28,3,09/06/2020 12:00:00 AM,Agree,Not agree
02/06/2021,MI,620685,567648,53037,1186,168,15854,14894,960,104,8,02/07/2021 02:46:31 PM,Agree,Agree
01/21/2021,MD,336915,NA,NA,2396,0,6792,6617,175,57,0,01/22/2021 02:51:49 PM,N/A,Agree
02/22/2020,DE,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
12/12/2020,AZ,402589,387698,14891,8077,330,7322,6749,573,77,17,12/13/2020 02:31:19 PM,Agree,Agree
03/12/2021,FSM,1,1,0,0,0,0,0,0,0,0,03/13/2021 03:19:19 PM,Agree,Agree
05/08/2020,OR,3068,3032,36,79,4,124,124,0,3,0,05/09/2020 09:26:08 PM,Agree,Agree
01/28/2020,NJ,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
09/22/2020,AL,151852,135035,16817,892,148,3846,3351,495,17,5,09/23/2020 12:00:00 AM,Agree,Agree
12/13/2020,RI,74214,NA,NA,527,0,1653,NA,NA,30,0,12/14/2020 02:36:45 PM,Not agree,N/A
01/30/2021,MT,93762,93762,0,516,0,1232,1232,0,5,0,01/31/2021 02:48:12 PM,Agree,Agree
01/02/2021,IN,523090,NA,NA,5317,0,8410,8055,355,39,0,01/03/2021 02:53:25 PM,Not agree,Agree
05/24/2020,CA,92710,NA,NA,2079,0,3774,NA,NA,66,0,05/25/2020 02:12:49 PM,Not agree,Not agree
07/22/2020,MD,80836,NA,NA,664,0,3409,3281,128,4,-1,07/23/2020 02:48:19 PM,N/A,Agree
04/10/2021,DC,45762,NA,NA,128,0,1081,NA,NA,2,0,04/11/2021 01:50:11 PM,NA,NA
02/24/2020,NC,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
04/24/2020,ID,1870,1750,120,34,5,54,54,0,0,-18,05/25/2020 03:38:40 PM,Agree,Agree
05/02/2020,AZ,8364,8364,0,402,0,348,348,0,18,0,05/03/2020 03:36:03 PM,Agree,Agree
12/12/2020,ID,120632,100966,19666,1022,138,1169,1053,116,18,1,12/13/2020 02:31:19 PM,Agree,Agree
07/20/2020,NJ,178782,NA,NA,241,61,15715,13741,1974,9,0,07/20/2020 12:00:00 AM,Not agree,Agree
08/14/2020,VA,105753,101451,4302,915,67,2381,2265,116,11,1,08/15/2020 02:02:05 PM,Agree,Agree
11/01/2020,NV,101479,NA,NA,716,0,1781,NA,NA,4,0,11/02/2020 02:53:09 PM,NA,NA
04/17/2021,VA,646133,503043,143090,1305,363,10581,8882,1699,17,0,04/18/2021 01:41:35 PM,Agree,Agree
04/08/2020,MT,352,NA,NA,20,NA,6,NA,NA,0,NA,04/07/2020 04:22:39 PM,Agree,Agree
10/09/2020,OR,36526,34806,1720,410,0,597,582,15,3,0,10/10/2020 01:30:17 PM,Agree,Agree
04/05/2021,WY,56529,47860,8669,82,8,700,700,0,0,0,04/06/2021 01:43:58 PM,Agree,Agree
10/15/2020,ME,5865,5243,622,29,-8,145,144,1,1,0,10/16/2020 01:33:55 PM,Agree,Agree
02/19/2020,ND,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Not agree
07/18/2020,SC,69439,68921,518,1551,26,1258,NA,NA,35,3,07/18/2020 12:00:00 AM,Agree,Not agree
12/13/2020,VT,5753,NA,NA,127,3,95,NA,NA,0,0,12/14/2020 02:36:45 PM,Not agree,Not agree
07/02/2020,AZ,87425,86970,455,3333,8,1757,1642,115,37,2,07/03/2020 03:01:33 PM,Agree,Agree
03/09/2021,RI,129611,NA,NA,402,0,2567,NA,NA,2,0,03/10/2021 02:58:31 PM,Not agree,N/A
09/11/2020,VI,1211,NA,NA,10,0,19,NA,NA,1,0,09/12/2020 02:12:43 PM,NA,NA
05/10/2020,GU,151,NA,NA,0,0,5,NA,NA,0,0,05/11/2020 09:26:08 PM,Not agree,Not agree
02/09/2021,ID,166095,135118,30977,437,137,1780,1567,213,4,-1,02/10/2021 02:52:16 PM,Agree,Agree
04/28/2021,VT,22723,NA,NA,48,6,246,NA,NA,1,0,04/29/2021 01:47:03 PM,Not agree,Not agree
02/15/2021,AL,488950,383096,105854,965,261,10098,7970,2128,27,9,02/16/2021 12:00:00 AM,Agree,Agree
04/28/2021,VA,658341,511783,146558,1187,271,10751,9036,1715,16,-1,04/29/2021 01:47:03 PM,Agree,Agree
04/15/2021,MS,309257,189570,119687,222,92,7205,4972,2233,4,3,04/17/2021 12:00:00 AM,Agree,Agree
05/11/2021,MN,589527,NA,NA,575,110,7333,6842,491,9,1,05/12/2021 02:33:56 PM,N/A,Agree
05/04/2021,AL,530233,409869,120364,241,85,10977,8647,2330,3,1,05/05/2021 12:00:00 AM,Agree,Agree
01/23/2021,IL,1098527,1098527,0,5152,0,20645,18711,1934,111,15,01/24/2021 02:36:49 PM,Agree,Agree
09/28/2020,ID,40923,37272,3651,422,49,460,423,37,0,0,09/29/2020 01:50:42 PM,Agree,Agree
02/15/2021,VT,13862,NA,NA,185,39,190,NA,NA,1,0,02/16/2021 02:53:06 PM,Not agree,Not agree
11/14/2020,MS,137444,114422,23022,845,347,3954,3426,528,18,6,11/16/2020 12:00:00 AM,Agree,Agree
11/27/2020,ND,77935,77935,0,703,0,915,NA,NA,13,0,11/28/2020 02:46:47 PM,Agree,Not agree
04/19/2021,IN,708779,NA,NA,712,0,13226,12818,408,2,-1,04/20/2021 02:59:01 PM,Not agree,Agree
11/08/2020,AZ,259264,252596,6668,1925,78,6164,5745,419,17,2,11/09/2020 02:38:54 PM,Agree,Agree
05/31/2020,IL,120260,120260,0,1343,0,5390,5390,0,60,0,06/01/2020 02:17:42 PM,Agree,Agree
07/08/2020,NE,20425,NA,NA,224,0,282,NA,NA,0,0,07/09/2020 03:14:15 PM,Not agree,Not agree
08/06/2020,RI,19704,NA,NA,113,0,1034,NA,NA,0,0,08/07/2020 11:57:59 PM,Not agree,N/A
